Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
15525,WRC 2: FIA World Rally Championship,PC,2011,Racing,Ubisoft,0,0.01,0,0,0.02
15542,The Talos Principle,PS4,2015,Puzzle,Devolver Digital,0,0.02,0,0,0.02
15544,Legendary,PC,2008,Shooter,Atari,0,0.01,0,0,0.02
15566,Blood Bowl: Legendary Edition,PC,2010,Sports,Focus Home Interactive,0,0.01,0,0,0.02
15568,Pirates of the Burning Sea,PC,2008,Role-Playing,Koch Media,0,0.01,0,0,0.02
15574,WorldShift,PC,2009,Strategy,Playlogic Game Factory,0.02,0,0,0,0.02
15575,The Crew: Wild Run,PC,2015,Action,Ubisoft,0,0.02,0,0,0.02
15577,7 Roses: A Darkness Rises,PC,2015,Misc,Avanquest Software,0,0.02,0,0,0.02
15592,Peggle Nights,PC,2008,Puzzle,PopCap Games,0,0.01,0,0,0.02
15604,Command & Conquer 3: Kane's Wrath,PC,2008,Strategy,Electronic Arts,0,0.01,0,0,0.02
15608,James Bond 007: Blood Stone,PC,2010,Shooter,Activision,0.02,0,0,0,0.02
15612,Heavy Fire: Afghanistan,PC,2011,Shooter,Mastiff,0.02,0,0,0,0.02
15614,Agatha Christie: Death on the Nile,PC,2008,Adventure,Big Fish Games,0,0.01,0,0,0.02
15615,The Crew: Wild Run,XOne,2015,Action,Ubisoft,0,0.02,0,0,0.02
15642,Lara Croft and the Temple of Osiris,PC,2014,Action,Square Enix,0,0.02,0,0,0.02
15643,Final Fantasy XIV: Heavensward,PC,2015,Action,Square Enix,0.01,0.01,0,0,0.02
15657,Bejeweled Blitz,PC,2010,Puzzle,Mastertronic,0,0.01,0,0,0.02
15661,Song of the Deep,PC,2016,Action,Insomniac Games,0.02,0,0,0,0.02
15667,Rabbids Invasion: The Interactive TV Show,PS4,2014,Misc,Ubisoft,0,0.01,0,0,0.02
15687,Winning Post 8 2016,PS4,2016,Simulation,Tecmo Koei,0,0,0.02,0,0.02
15698,Dungeons - The Dark Lord,PC,2011,Strategy,Kalypso Media,0,0.01,0,0,0.02
15702,Lost: Via Domus,PC,2008,Action,Ubisoft,0,0.01,0,0,0.02
15710,Back to the Future: The Game,XOne,2015,Adventure,Telltale Games,0,0.02,0,0,0.02
15717,This War of Mine,PS4,2016,Action,Deep Silver,0,0.01,0,0,0.02
15723,Arslan: The Warriors of Legend,XOne,2016,Action,Tecmo Koei,0.01,0,0,0,0.02
15728,Disciples III: Renaissance,PC,2010,Strategy,Kalypso Media,0,0.01,0,0,0.02
15729,Revolution: 25th Anniversary Collection,PC,2016,Adventure,Koch Media,0,0.02,0,0,0.02
15730,MX vs. ATV Supercross Encore,XOne,2015,Sports,Nordic Games,0.02,0,0,0,0.02
15744,Elven Legacy Collection,PC,2010,Strategy,Paradox Interactive,0,0.01,0,0,0.02
15766,Divinity: Original Sin,PC,2014,Role-Playing,Focus Home Interactive,0,0.02,0,0,0.02
15770,Still Life 2,PC,2009,Adventure,Rondomedia,0,0.01,0,0,0.02
15784,Gears of War,PC,2007,Shooter,Microsoft Game Studios,0,0.01,0,0,0.02
15792,Dark Void,PC,2010,Action,Capcom,0,0.01,0,0,0.02
15800,Wall-E,PC,2008,Platform,THQ,0,0.01,0,0,0.02
15804,XCOM 2,XOne,2016,Strategy,Take-Two Interactive,0.01,0.01,0,0,0.02
15816,Achtung Panzer: Kharkov 1943,PC,2010,Strategy,Mamba Games,0,0.01,0,0,0.02
15821,Command & Conquer 4: Tiberian Twilight,PC,2010,Strategy,Electronic Arts,0,0.01,0,0,0.02
15824,Farm Frenzy,PC,2008,Strategy,Mumbo Jumbo,0.01,0,0,0,0.02
15827,A Vampyre Story,PC,2008,Adventure,Crimson Cow,0,0.01,0,0,0.02
15831,The Haunted: Hell's Reach,PC,2011,Shooter,Visco,0.02,0,0,0,0.02
15837,Majesty 2 Collection,PC,2011,Strategy,Paradox Interactive,0,0.01,0,0,0.02
15839,The Dark Hills of Cherai,PC,2009,Puzzle,Unknown,0,0.01,0,0,0.02
15840,FIFA Soccer 08,PC,2007,Sports,Electronic Arts,0,0.01,0,0,0.02
15851,Joint Operations: Combined Arms,PC,2009,Shooter,NovaLogic,0.01,0,0,0,0.02
15855,Assault Suit Leynos,PS4,2016,Shooter,Rising Star Games,0.01,0,0,0,0.02
15858,Drakensang: The Dark Eye,PC,2009,Role-Playing,Eidos Interactive,0.01,0,0,0,0.02
15861,DuckTales: Remastered,PC,2013,Action,Capcom,0,0.01,0,0,0.02
15863,Contrast,PC,2013,Platform,Focus Home Interactive,0,0.01,0,0,0.02
15872,Elven Legacy,PC,2009,Strategy,Paradox Interactive,0.01,0,0,0,0.02
15877,Majesty 2: The Fantasy Kingdom Sim,PC,2009,Simulation,Paradox Interactive,0.01,0,0,0,0.02
15889,Koihime Enbu,PS4,2016,Fighting,Yeti,0,0,0.02,0,0.02
15898,Enemy Territory: Quake Wars,PC,2007,Shooter,Activision,0.01,0,0,0,0.02
15900,The Sims 4: Luxury Party Stuff,PC,2015,Simulation,Electronic Arts,0,0.01,0,0,0.02
15926,Pillars of Eternity,PC,2014,Role-Playing,Paradox Interactive,0,0.01,0,0,0.02
15928,Professional Farmer 2016,PS4,2015,Action,Namco Bandai Games,0,0.01,0,0,0.02
15943,Worms: WMD,PS4,2016,Action,Sold Out,0.01,0.01,0,0,0.02
15949,Touhou Genso Rondo: Bullet Ballet,PS4,2016,Shooter,Nippon Ichi Software,0.01,0,0,0,0.02
15965,Imperium Romanum,PC,2008,Strategy,Kalypso Media,0,0.01,0,0,0.02
15966,Ship Simulator 2008,PC,2007,Simulation,Lighthouse Interactive,0,0.01,0,0,0.02
15968,Sengoku,PC,2011,Strategy,Paradox Interactive,0,0.01,0,0,0.02
15971,IGT Slots: Lucky Larry's Lobstermania,PC,2011,Simulation,Masque Publishing,0.01,0,0,0,0.02
15983,Turok,PC,2008,Action,Touchstone,0,0.01,0,0,0.01
15998,Football Manager Live,PC,2009,Sports,Sega,0,0.01,0,0,0.01
16011,Neverwinter Nights 2: Mask of the Betrayer,PC,2007,Role-Playing,Atari,0,0.01,0,0,0.01
16018,Rise of Flight: Iron Cross Edition,PC,2010,Simulation,Aerosoft,0.01,0,0,0,0.01
16022,God Eater Off Shot: Soma Shikkuzaru-hen Twin Pack & Animation Vol.4,PS4,2016,Action,Namco Bandai Games,0,0,0.01,0,0.01
16028,The Last Remnant,PC,2009,Role-Playing,Square Enix,0,0.01,0,0,0.01
16040,WRC 5: FIA World Rally Championship,XOne,2015,Sports,Bigben Interactive,0,0.01,0,0,0.01
16046,Raven's Cry,PS4,2015,Role-Playing,TopWare Interactive,0,0.01,0,0,0.01
16048,Guitar Hero III: Legends of Rock,PC,2007,Misc,Aspyr,0.01,0,0,0,0.01
16049,Blitzkrieg 2 Anthology,PC,2008,Strategy,Ascaron Entertainment GmbH,0,0.01,0,0,0.01
16051,God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5,PS4,2016,Misc,Namco Bandai Games,0,0,0.01,0,0.01
16053,Coronation Street: The Mystery of the Missing Hotpot Recipe,PC,2011,Adventure,Avanquest,0,0.01,0,0,0.01
16054,Battle Worlds: Kronos,PC,2016,Strategy,Nordic Games,0,0.01,0,0,0.01
16064,Digger Simulator,PC,2011,Simulation,Excalibur Publishing,0,0.01,0,0,0.01
16073,East India Company,PC,2009,Strategy,Paradox Interactive,0.01,0,0,0,0.01
16083,Virtua Tennis 3,PC,2007,Sports,Sega,0,0.01,0,0,0.01
16098,Resident Evil 5 HD,PS4,2016,Action,Capcom,0.01,0,0,0,0.01
16112,Paranormal Pursuit: The Gifted One,PC,2015,Action,Alawar Entertainment,0,0.01,0,0,0.01
16117,Psycho-Pass,XOne,2014,Adventure,5pb,0,0,0.01,0,0.01
16118,Brain Exercise With Dr. Kawashima,PC,2009,Puzzle,Namco Bandai Games,0,0.01,0,0,0.01
16125,Theatre Of War,PC,2007,Strategy,Kalypso Media,0,0.01,0,0,0.01
16131,Voodoo Chronicles: First Sign,PC,2011,Adventure,ValuSoft,0.01,0,0,0,0.01
16139,Dragon's Dogma Online: Season 2,PS4,2016,Action,Capcom,0,0,0.01,0,0.01
16143,BlazBlue: Calamity Trigger,PC,2010,Fighting,PQube,0,0.01,0,0,0.01
16148,Mystery Legends: Beauty and the Beast,PC,2012,Puzzle,Focus Multimedia,0,0.01,0,0,0.01
16163,Raven Squad: Operation Hidden Dagger,PC,2009,Shooter,Evolved Games,0.01,0,0,0,0.01
16174,Dark Parables: The Exiled Prince,PC,2011,Puzzle,Unknown,0,0.01,0,0,0.01
16178,Republique,PS4,2016,Action,Nippon Ichi Software,0,0.01,0.01,0,0.01
16180,Rail Simulator,PC,2007,Simulation,Electronic Arts,0,0.01,0,0,0.01
16189,BattleForge,PC,2009,Strategy,Electronic Arts,0,0.01,0,0,0.01
16190,Jewel Quest II,PC,2007,Puzzle,Avanquest,0,0.01,0,0,0.01
16192,Sonic & All-Stars Racing Transformed,PC,2013,Racing,Sega,0,0.01,0,0,0.01
16223,Dynasty Warriors: Eiketsuden,PS4,2016,Action,Tecmo Koei,0,0,0.01,0,0.01
16224,Spider-Man: Friend or Foe,PC,2007,Action,Activision,0.01,0,0,0,0.01
16225,Carmageddon: Max Damage,XOne,2016,Action,Stainless Games,0.01,0.01,0,0,0.01
16237,Broken Sword 5: The Serpent's Curse,XOne,2015,Adventure,Revolution Software,0,0.01,0,0,0.01
16245,F.E.A.R. Perseus Mandate,PC,2007,Shooter,Vivendi Games,0.01,0,0,0,0.01
16247,Valentino Rossi: The Game,PC,2016,Racing,Namco Bandai Games,0,0.01,0,0,0.01
16248,FlatOut: Ultimate Carnage,PC,2008,Racing,Empire Interactive,0,0.01,0,0,0.01
16259,Conflict: Denied Ops,PC,2008,Shooter,Eidos Interactive,0,0.01,0,0,0.01
16261,Championship Manager 2010,PC,2009,Sports,Eidos Interactive,0,0.01,0,0,0.01
16263,Paragon,PS4,2016,Action,Epic Games,0.01,0,0,0,0.01
16276,Battlestations: Midway,PC,2007,Strategy,Eidos Interactive,0,0.01,0,0,0.01
16277,Farming Simulator 15 Expansion Pack,PC,2015,Action,Focus Home Interactive,0,0.01,0,0,0.01
16279,Assetto Corsa,XOne,2016,Racing,505 Games,0,0.01,0,0,0.01
16286,The Chronicles of Riddick: Assault on Dark Athena,PC,2009,Shooter,Vivendi Games,0,0.01,0,0,0.01
16289,War for the Overworld,PC,2015,Strategy,Unknown,0,0.01,0,0,0.01
16290,TimeShift,PC,2007,Shooter,Vivendi Games,0.01,0,0,0,0.01
16292,The Train Giant,PC,2012,Strategy,Ascaron Entertainment,0,0.01,0,0,0.01
16326,MXGP 2,PC,2016,Racing,Milestone S.r.l.,0,0.01,0,0,0.01
16336,Chaos;Child,PS4,2015,Adventure,5pb,0,0,0.01,0,0.01
16347,Cities: Skylines Snowfall,PC,2016,Simulation,Paradox Development,0,0.01,0,0,0.01
16351,Dungeons & Dragons: Neverwinter Nights - Complete,PC,2011,Misc,Atari,0.01,0,0,0,0.01
16355,Juiced 2: Hot Import Nights,PC,2007,Racing,THQ,0,0.01,0,0,0.01
16357,Monster Jam,PC,2007,Racing,Activision,0.01,0,0,0,0.01
16364,Act of Aggression,PC,2015,Strategy,Focus Home Interactive,0,0.01,0,0,0.01
16366,Fallout Anthology,PC,2015,Action,Bethesda Softworks,0,0.01,0,0,0.01
16367,Tropico 3: Gold Edition,PC,2010,Strategy,Kalypso Media,0,0.01,0,0,0.01
16373,Gobliiins 4,PC,2009,Adventure,Kalypso Media,0,0.01,0,0,0.01
16387,Poker for Dummies,PC,2008,Misc,Electronic Arts,0,0.01,0,0,0.01
16389,TrackMania Turbo,PC,2016,Action,Ubisoft,0,0.01,0,0,0.01
16396,Alone in the Dark,PC,2008,Adventure,Atari,0,0.01,0,0,0.01
16402,The Technomancer,PC,2016,Role-Playing,Focus Home Interactive,0,0.01,0,0,0.01
16403,Pro Evolution Soccer 2010,PC,2009,Sports,Konami Digital Entertainment,0,0.01,0,0,0.01
16409,The Amazing Spider-Man 2 (2014),PC,2014,Action,Activision,0,0.01,0,0,0.01
16411,Sega Rally Revo,PC,2007,Racing,Sega,0,0.01,0,0,0.01
16432,Goat Simulator,XOne,2016,Simulation,Koch Media,0,0.01,0,0,0.01
16436,Clive Barker's Jericho,PC,2007,Shooter,Codemasters,0,0.01,0,0,0.01
16447,Madagascar: Escape 2 Africa,PC,2008,Action,Activision,0.01,0,0,0,0.01
16451,Assassin's Creed Chronicles,XOne,2016,Action,Ubisoft,0,0.01,0,0,0.01
16452,King's Bounty: Armored Princess,PC,2009,Role-Playing,1C Company,0,0.01,0,0,0.01
16455,Rugby League Live 3,XOne,2015,Action,Tru Blu Entertainment,0,0.01,0,0,0.01
16462,Rugby World Cup 2015,PC,2015,Sports,Ubisoft,0,0.01,0,0,0.01
16477,Total War Attila: Tyrants & Kings,PC,2016,Strategy,Koch Media,0,0.01,0,0,0.01
16482,Agatha Christie: Peril at End House,PC,2009,Adventure,JoWood Productions,0,0.01,0,0,0.01
16486,Hospital Tycoon,PC,2007,Strategy,Codemasters,0,0.01,0,0,0.01
16494,Summer Athletics,PC,2008,Sports,DTP Entertainment,0,0.01,0,0,0.01
16504,"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",PC,2010,Shooter,Activision,0.01,0,0,0,0.01
16508,Rabbids Invasion: The Interactive TV Show,XOne,2014,Misc,Ubisoft,0,0.01,0,0,0.01
16511,The Rise of the Argonauts,PC,2008,Role-Playing,Codemasters,0,0.01,0,0,0.01
16512,Trine,PC,2009,Action,Nobilis,0,0.01,0,0,0.01
16514,Pony Friends 2,PC,2009,Simulation,Eidos Interactive,0,0.01,0,0,0.01
16533,Sébastien Loeb Rally Evo,XOne,2016,Racing,Milestone S.r.l,0,0.01,0,0,0.01
16534,Hitman (2016),XOne,2016,Action,Square Enix,0,0.01,0,0,0.01
16535,STORM: Frontline Nation,PC,2011,Strategy,Unknown,0,0.01,0,0,0.01
16539,Patrician IV: Gold Edition,PC,2011,Misc,Kalypso Media,0,0.01,0,0,0.01
16540,Transformers: Fall of Cybertron,PC,2012,Action,Activision,0.01,0,0,0,0.01
16542,Spore Galactic Adventures,PC,2009,Strategy,Electronic Arts,0,0.01,0,0,0.01
16543,15 Days,PC,2009,Adventure,DTP Entertainment,0,0.01,0,0,0.01
16546,Driving Simulator 2011,PC,2011,Racing,N/A,0,0.01,0,0,0.01
16548,The Treasures of Mystery Island 3 Pack - Save Mystery Island!,PC,2011,Puzzle,Unknown,0.01,0,0,0,0.01
16553,God Eater Off Shot: Tachibana Sakuya-hen Twin Pack & Animation Vol.7,PS4,2016,Action,Namco Bandai Games,0,0,0.01,0,0.01
16558,Codename: Panzers Complete Collection,PC,2016,Strategy,Nordic Games,0,0.01,0,0,0.01
16561,Pro Evolution Soccer 2008,PC,2007,Sports,Konami Digital Entertainment,0,0.01,0,0,0.01
16565,Mighty No. 9,XOne,2016,Platform,Deep Silver,0.01,0,0,0,0.01
16569,End of Nations,PC,2012,Strategy,Trion Worlds,0.01,0,0,0,0.01
16572,Resident Evil 4 HD,XOne,2016,Shooter,Capcom,0.01,0,0,0,0.01
16573,Farming 2017 - The Simulation,PS4,2016,Simulation,UIG Entertainment,0,0.01,0,0,0.01
16579,Rugby Challenge 3,XOne,2016,Sports,Alternative Software,0,0.01,0,0,0.01
16580,Damnation,PC,2009,Shooter,Codemasters,0,0.01,0,0,0.01
16588,Breach,PC,2011,Shooter,Destineer,0.01,0,0,0,0.01
